loss/train_step,epoch,step,multiclass_accuracy/train_step,multiclass_accuracy/val_step,loss/val_step,multiclass_accuracy/val_epoch,loss/val_epoch,loss/train_epoch,multiclass_accuracy/train_epoch
1.9528937339782715,0,299,0.21833334863185883,,,,,,
1.9487706422805786,0,599,0.16722223162651062,,,,,,
1.5007838010787964,0,899,0.3700000047683716,,,,,,
1.739494800567627,0,1199,0.43833333253860474,,,,,,
,,0,,0.40833336114883423,1.7003118991851807,,,,
,,1,,0.46166667342185974,1.5171152353286743,,,,
,,2,,0.5,1.3573023080825806,,,,
,,3,,0.4983333349227905,1.7034776210784912,,,,
,,4,,0.44999998807907104,1.459025263786316,,,,
,,5,,0.43611112236976624,1.595171570777893,,,,
,,6,,0.5299999713897705,1.5311049222946167,,,,
,,7,,0.6166666746139526,1.2438033819198608,,,,
,,8,,0.37037035822868347,1.6253952980041504,,,,
,,9,,0.5916666984558105,1.4412251710891724,,,,
,,10,,0.4333333671092987,1.6747515201568604,,,,
,,11,,0.4166666865348816,1.644994854927063,,,,
,,12,,0.3033333420753479,1.7404439449310303,,,,
,,13,,0.3033333420753479,1.7239128351211548,,,,
,,14,,0.293571412563324,1.7540724277496338,,,,
,,15,,0.40809524059295654,1.5788304805755615,,,,
,,16,,0.5111111402511597,1.3715994358062744,,,,
,,17,,0.3018518388271332,1.6063299179077148,,,,
,,18,,0.42166668176651,1.4829931259155273,,,,
,,19,,0.2666666805744171,1.7590177059173584,,,,
,,20,,0.4650000333786011,1.2958672046661377,,,,
,,21,,0.30666667222976685,1.870064616203308,,,,
,,22,,0.3166666626930237,1.6144276857376099,,,,
,,23,,0.22499999403953552,1.7947807312011719,,,,
,,24,,0.32999998331069946,1.5618058443069458,,,,
,,25,,0.4866666793823242,1.82011079788208,,,,
,,26,,0.3216666579246521,1.854853868484497,,,,
,,27,,0.381428599357605,1.4085547924041748,,,,
,,28,,0.3083333373069763,1.8055275678634644,,,,
,,29,,0.32833331823349,1.6713474988937378,,,,
,,30,,0.2616666853427887,1.469636082649231,,,,
,,31,,0.42000001668930054,1.6784025430679321,,,,
,,32,,0.34095239639282227,1.8159749507904053,,,,
,,33,,0.42619049549102783,1.2879374027252197,,,,
,,34,,0.47166669368743896,1.2803993225097656,,,,
,,35,,0.5678571462631226,1.4933644533157349,,,,
,,36,,0.37433862686157227,1.4124503135681152,,,,
,,37,,0.31833332777023315,1.506387710571289,,,,
,,38,,0.30000001192092896,1.6596475839614868,,,,
,,39,,0.32083335518836975,1.766425609588623,,,,
,,40,,0.42166668176651,1.6512327194213867,,,,
,,41,,0.4566666781902313,1.7559469938278198,,,,
,,42,,0.40833336114883423,1.7531013488769531,,,,
,,43,,0.4950000047683716,1.3212661743164062,,,,
,,44,,0.40833336114883423,1.5490726232528687,,,,
,,45,,0.5249999761581421,1.5203042030334473,,,,
,,46,,0.4283333420753479,1.5604310035705566,,,,
,,47,,0.38999998569488525,1.6912176609039307,,,,
,,48,,0.3333333432674408,1.4784936904907227,,,,
,,49,,0.3792857229709625,1.685703158378601,,,,
,,50,,0.5066666603088379,1.457828402519226,,,,
,,51,,0.38333332538604736,1.5840107202529907,,,,
,,52,,0.3199999928474426,1.9182708263397217,,,,
,,53,,0.3450000286102295,1.7171738147735596,,,,
,,54,,0.3083333373069763,1.926411747932434,,,,
,,55,,0.3333333134651184,1.372045636177063,,,,
,,56,,0.25,1.7247799634933472,,,,
,,57,,0.5733333826065063,1.6718212366104126,,,,
,,58,,0.3933333158493042,1.7118523120880127,,,,
,,59,,0.43761906027793884,2.057370185852051,,,,
,,60,,0.25333333015441895,1.853247046470642,,,,
,,61,,0.5299999713897705,1.3184325695037842,,,,
,,62,,0.17333334684371948,1.8223562240600586,,,,
,,63,,0.2976190447807312,1.7121350765228271,,,,
,,64,,0.28333336114883423,1.7276344299316406,,,,
,,65,,0.23750001192092896,1.7648564577102661,,,,
,,66,,0.28333336114883423,1.8371459245681763,,,,
,,67,,0.41333335638046265,1.6677782535552979,,,,
,,68,,0.3083333373069763,1.888864278793335,,,,
,,69,,0.25833332538604736,1.865228295326233,,,,
,,70,,0.25999999046325684,1.7142201662063599,,,,
,,71,,0.5716666579246521,1.3884539604187012,,,,
,,72,,0.4350000023841858,1.456679105758667,,,,
,,73,,0.2604762017726898,2.1111550331115723,,,,
,,74,,0.38928574323654175,1.9844977855682373,,,,
,,75,,0.21166667342185974,1.9450736045837402,,,,
,,76,,0.4599999785423279,1.7808446884155273,,,,
,,77,,0.3583333492279053,1.7180681228637695,,,,
,,78,,0.3799999952316284,1.400592565536499,,,,
,,79,,0.20333333313465118,1.7494996786117554,,,,
,,80,,0.3777777850627899,1.432488203048706,,,,
,,81,,0.28809523582458496,1.850706696510315,,,,
,,82,,0.6916666626930237,1.5774140357971191,,,,
,,83,,0.4105556011199951,1.4646005630493164,,,,
,,84,,0.351666659116745,1.826101541519165,,,,
,,85,,0.40714287757873535,1.5147004127502441,,,,
,,86,,0.39666664600372314,1.483529806137085,,,,
,,87,,0.3050000071525574,1.8358548879623413,,,,
,,88,,0.4221428632736206,1.8095349073410034,,,,
,,89,,0.2916666865348816,2.2925901412963867,,,,
,,90,,0.48000001907348633,1.6696984767913818,,,,
,,91,,0.42166668176651,1.7339611053466797,,,,
,,92,,0.49714288115501404,1.6955455541610718,,,,
,,93,,0.40000003576278687,1.4797024726867676,,,,
,,94,,0.5785714387893677,1.544318675994873,,,,
,,95,,0.4000000059604645,1.5433052778244019,,,,
,,96,,0.2383333146572113,1.5948954820632935,,,,
,,97,,0.34333336353302,1.7416917085647583,,,,
,,98,,0.2408333271741867,1.6016651391983032,,,,
,,99,,0.4116666913032532,1.746767282485962,,,,
,,100,,0.41190481185913086,1.6903352737426758,,,,
,,101,,0.4050000309944153,1.790704607963562,,,,
,,102,,0.40000003576278687,1.4221283197402954,,,,
,,103,,0.5450000166893005,1.4535516500473022,,,,
,,104,,0.49666666984558105,1.5726697444915771,,,,
,,105,,0.2683333456516266,1.9262996912002563,,,,
,,106,,0.4700000286102295,1.4902688264846802,,,,
,,107,,0.5759259462356567,1.5527238845825195,,,,
,,108,,0.21166667342185974,1.6779576539993286,,,,
,,109,,0.5583333373069763,1.4961949586868286,,,,
,,110,,0.38333332538604736,1.9225561618804932,,,,
,,111,,0.39714285731315613,1.3905584812164307,,,,
,,112,,0.49166667461395264,1.4866105318069458,,,,
,,113,,0.17023810744285583,1.9396252632141113,,,,
,,114,,0.3583333492279053,1.3506982326507568,,,,
,,115,,0.34333333373069763,1.8009343147277832,,,,
,,116,,0.5666667222976685,1.495740532875061,,,,
,,117,,0.4150000214576721,1.7061362266540527,,,,
,,118,,0.3316666781902313,1.6319516897201538,,,,
,,119,,0.5750000476837158,1.3651788234710693,,,,
,,120,,0.3083333373069763,1.8507859706878662,,,,
,,121,,0.375,1.688504695892334,,,,
,,122,,0.39666667580604553,1.6086763143539429,,,,
,,123,,0.35333335399627686,1.6273343563079834,,,,
,,124,,0.612500011920929,1.255623698234558,,,,
,,125,,0.19714286923408508,1.8757553100585938,,,,
,,126,,0.32833337783813477,1.7481698989868164,,,,
,,127,,0.3333333432674408,1.7513139247894287,,,,
,,128,,0.37023812532424927,1.7464051246643066,,,,
,,129,,0.47083333134651184,1.6043378114700317,,,,
,,130,,0.2600000202655792,1.5541635751724243,,,,
,,131,,0.213809534907341,1.6293690204620361,,,,
,,132,,0.5027778148651123,1.635969638824463,,,,
,,133,,0.2850000262260437,1.6588488817214966,,,,
,,134,,0.35333332419395447,1.4880584478378296,,,,
,,135,,0.3980952501296997,1.661292314529419,,,,
,,136,,0.37261906266212463,1.5290989875793457,,,,
,,137,,0.2983333468437195,2.070591449737549,,,,
,,138,,0.3333333432674408,1.7165757417678833,,,,
,,139,,0.4678571820259094,1.7365429401397705,,,,
,,140,,0.44999998807907104,1.514740228652954,,,,
,,141,,0.23000000417232513,1.6217882633209229,,,,
,,142,,0.47785714268684387,1.516343116760254,,,,
,,143,,0.45000001788139343,1.4974761009216309,,,,
,,144,,0.4583333730697632,1.4008115530014038,,,,
,,145,,0.2083333432674408,1.7882983684539795,,,,
,,146,,0.48523810505867004,1.418215036392212,,,,
,,147,,0.36000001430511475,1.6691563129425049,,,,
,,148,,0.5400000214576721,1.3414201736450195,,,,
,,149,,0.5066666603088379,1.774463176727295,,,,
,,150,,0.5483333468437195,1.4325008392333984,,,,
,,151,,0.42500004172325134,1.409088134765625,,,,
,,152,,0.30000004172325134,1.8642269372940063,,,,
,,153,,0.4833333492279053,1.5616819858551025,,,,
,,154,,0.4266666769981384,1.5822049379348755,,,,
,,155,,0.5450000166893005,1.311368465423584,,,,
,,156,,0.2850000262260437,1.679088830947876,,,,
,,157,,0.31833332777023315,1.689663290977478,,,,
,,158,,0.5500000715255737,1.4641499519348145,,,,
,,159,,0.3916666507720947,1.4735215902328491,,,,
,,160,,0.4166666865348816,1.4647963047027588,,,,
,,161,,0.3616666793823242,1.8957470655441284,,,,
,,162,,0.5099999904632568,1.3436671495437622,,,,
,,163,,0.30000001192092896,1.6269896030426025,,,,
,,164,,0.38333335518836975,1.462343692779541,,,,
,,165,,0.4116666913032532,1.7524240016937256,,,,
,,166,,0.5800000429153442,1.524986743927002,,,,
,,167,,0.37619051337242126,1.7496192455291748,,,,
,,168,,0.44999998807907104,1.6138633489608765,,,,
,,169,,0.4283333420753479,1.664674997329712,,,,
,,170,,0.17357143759727478,1.925070881843567,,,,
,,171,,0.47833332419395447,1.5629711151123047,,,,
,,172,,0.28166666626930237,1.860636830329895,,,,
,,173,,0.46250003576278687,1.603093147277832,,,,
,,174,,0.375,1.3887145519256592,,,,
,,175,,0.3083333373069763,1.6458184719085693,,,,
,,176,,0.48500001430511475,1.6687862873077393,,,,
,,177,,0.44999998807907104,1.5938122272491455,,,,
,,178,,0.39523810148239136,1.5675511360168457,,,,
,,179,,0.23690477013587952,1.8099579811096191,,,,
,,180,,0.42000001668930054,1.5995159149169922,,,,
,,181,,0.34833332896232605,1.7636823654174805,,,,
,,182,,0.4099999964237213,1.7086900472640991,,,,
