loss/train_step,multiclass_accuracy/train_step,step,epoch,multiclass_accuracy/val_step,loss/val_step,multiclass_accuracy/val_epoch,loss/val_epoch,multiclass_accuracy/train_epoch,loss/train_epoch
1.2785483598709106,0.720714271068573,3299,2,,,,,,
0.6130504608154297,0.8800000548362732,3599,2,,,,,,
1.1808215379714966,0.74916672706604,3899,2,,,,,,
0.9225985407829285,0.75,4199,2,,,,,,
0.5595718622207642,0.8674999475479126,4499,2,,,,,,
,,0,,0.8166666626930237,0.7250728607177734,,,,
,,1,,0.4766666889190674,1.0822936296463013,,,,
,,2,,0.7000000476837158,1.1052799224853516,,,,
,,3,,0.4883333444595337,1.1433969736099243,,,,
,,4,,0.625,1.036163330078125,,,,
,,5,,0.5283333659172058,1.4347736835479736,,,,
,,6,,0.3916667103767395,1.396856427192688,,,,
,,7,,0.6000000238418579,1.2660243511199951,,,,
,,8,,0.6066666841506958,1.2066806554794312,,,,
,,9,,0.5375000238418579,1.1575742959976196,,,,
,,10,,0.6416666507720947,1.1387921571731567,,,,
,,11,,0.4583333134651184,1.6430860757827759,,,,
,,12,,0.6135714650154114,1.2721434831619263,,,,
,,13,,0.476666659116745,1.3379826545715332,,,,
,,14,,0.5616666674613953,1.1658258438110352,,,,
,,15,,0.8444443941116333,0.6087192296981812,,,,
,,16,,0.6066666841506958,0.8524342179298401,,,,
,,17,,0.6500000357627869,0.8035112619400024,,,,
,,18,,0.7599999904632568,0.9172151684761047,,,,
,,19,,0.6983333826065063,0.8991678357124329,,,,
,,20,,0.6233333349227905,0.896449625492096,,,,
,,21,,0.54666668176651,1.8948218822479248,,,,
,,22,,0.675000011920929,0.7974332571029663,,,,
,,23,,0.6054762005805969,1.0624200105667114,,,,
,,24,,0.59333336353302,1.19922935962677,,,,
,,25,,0.6390476226806641,0.9015336632728577,,,,
,,26,,0.6321429014205933,1.040663480758667,,,,
,,27,,0.6600000262260437,1.1151326894760132,,,,
,,28,,0.6583333611488342,1.004515290260315,,,,
,,29,,0.6299999952316284,1.1575709581375122,,,,
,,30,,0.8299999833106995,0.7914398908615112,,,,
,,31,,0.6785714626312256,0.6179339289665222,,,,
,,32,,0.41499999165534973,1.7152996063232422,,,,
,,33,,0.6600000262260437,0.8032034039497375,,,,
,,34,,0.7416666746139526,0.9008231163024902,,,,
,,35,,0.3799999952316284,1.5011883974075317,,,,
,,36,,0.5942857265472412,1.2270777225494385,,,,
,,37,,0.6766667366027832,0.6469442844390869,,,,
,,38,,0.5800000429153442,1.2491724491119385,,,,
,,39,,0.4940476417541504,1.2881150245666504,,,,
,,40,,0.5399999618530273,1.2471866607666016,,,,
,,41,,0.5250000357627869,1.0601303577423096,,,,
,,42,,0.7055555582046509,0.8505086898803711,,,,
,,43,,0.6333333253860474,1.1088632345199585,,,,
,,44,,0.5082010626792908,0.7620744109153748,,,,
,,45,,0.5883333683013916,0.8414438962936401,,,,
,,46,,0.6166666746139526,0.9292961955070496,,,,
,,47,,0.5083333253860474,1.1847319602966309,,,,
,,48,,0.7541667222976685,0.7941331267356873,,,,
,,49,,0.5981481671333313,1.2398710250854492,,,,
,,50,,0.49690479040145874,1.0045422315597534,,,,
,,51,,0.6583333015441895,0.905296802520752,,,,
,,52,,0.6527777910232544,1.3701468706130981,,,,
,,53,,0.6773809790611267,0.8936007022857666,,,,
,,54,,0.5766666531562805,1.1491832733154297,,,,
,,55,,0.4150000214576721,1.2016308307647705,,,,
,,56,,0.6166666746139526,1.0321546792984009,,,,
,,57,,0.6190476417541504,1.1309261322021484,,,,
,,58,,0.6683333516120911,1.5267550945281982,,,,
,,59,,0.6583333611488342,0.9436045289039612,,,,
,,60,,0.6416667103767395,1.4920793771743774,,,,
,,61,,0.6380952596664429,1.1621487140655518,,,,
,,62,,0.45000001788139343,1.2350398302078247,,,,
,,63,,0.6842857599258423,1.0369691848754883,,,,
,,64,,0.6083333492279053,1.2979274988174438,,,,
